timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-12-12,0.0002432,0.0006922,0.0002432,0.0005518,624844140259.0,1702425599999,340399289.87645360,995522,318852251409.00,174388930.76204800,0
2023-12-13,0.0005524,0.0005569,0.0004554,0.0005108,317546611755.0,1702511999999,157167392.37080250,444221,158103387848.00,78333443.70514170,0
2023-12-14,0.0005108,0.000793,0.0005008,0.000755,778688810259.0,1702598399999,511889240.80641690,1390517,399140907213.00,262301084.13123250,0
2023-12-15,0.0007544,0.0009428,0.000693,0.0007288,902204913462.0,1702684799999,732922339.07765430,2325998,450689519636.00,367398491.90624870,0
2023-12-16,0.0007288,0.00088,0.0006706,0.0007734,405020284175.0,1702771199999,312792279.99146600,940263,196177438805.00,151753298.49756180,0
2023-12-17,0.0007728,0.000824,0.00069,0.0007344,298593152767.0,1702857599999,223284386.71593210,695174,150036871652.00,112165593.51089510,0
2023-12-18,0.0007342,0.0007868,0.0005797,0.00068,449003441219.0,1702943999999,301687361.09813000,823864,220463435923.00,148247234.28774400,0
2023-12-19,0.0006799,0.000793,0.0006758,0.0006943,281538870991.0,1703030399999,207167266.23783430,692265,142878422261.00,105225244.66442700,0
2023-12-20,0.0006943,0.0007364,0.0006621,0.000705,204434725084.0,1703116799999,144359318.45598880,478851,100629979291.00,71140876.21238980,0
2023-12-21,0.0007052,0.000775,0.0006761,0.0007106,199356007134.0,1703203199999,143396562.71710560,486022,95353770930.00,68672846.92377730,0
2023-12-22,0.0007105,0.000716,0.0006201,0.0006483,184941350991.0,1703289599999,122036996.28933170,443888,88545354462.00,58381106.19125170,0
2023-12-23,0.0006484,0.0006622,0.000595,0.0006336,128465007077.0,1703375999999,80698432.06731580,345198,66062331366.00,41531579.88954400,0
2023-12-24,0.0006336,0.000669,0.0006,0.000619,116329015331.0,1703462399999,74422648.88108480,313468,57742241539.00,36988439.15300280,0
