timestamp,open,high,low,close,volume
2024-09-09,6.521e-05,6.793e-05,6.507e-05,6.724e-05,186741.2
2024-09-10,6.747e-05,7.103e-05,6.696e-05,7.012e-05,214377.9
2024-09-11,7.013e-05,7.275e-05,6.881e-05,6.908e-05,340620.3
2024-09-12,6.909e-05,7.001e-05,6.601e-05,6.735e-05,262325.2
2024-09-13,6.742e-05,6.946e-05,6.611e-05,6.836e-05,240516.3
2024-09-14,6.833e-05,6.895e-05,6.656e-05,6.67e-05,177049.2
2024-09-15,6.668e-05,6.939e-05,6.628e-05,6.678e-05,216768.3
