timestamp,open,high,low,close,volume
2024-09-09,4.46e-05,4.52e-05,4.42e-05,4.44e-05,3251.9
2024-09-10,4.46e-05,4.51e-05,4.42e-05,4.44e-05,4044.9
2024-09-11,4.44e-05,4.44e-05,4.35e-05,4.38e-05,2578.4
2024-09-12,4.39e-05,4.45e-05,4.38e-05,4.45e-05,2275.6
2024-09-13,4.44e-05,4.61e-05,4.4e-05,4.45e-05,8379.2
2024-09-14,4.45e-05,4.58e-05,4.43e-05,4.47e-05,8186.8
2024-09-15,4.47e-05,4.48e-05,4.26e-05,4.29e-05,5983.4
