timestamp,open,high,low,close,volume
2024-09-09,1.3e-07,1.3e-07,1.2e-07,1.3e-07,411496.0
2024-09-10,1.3e-07,1.3e-07,1.2e-07,1.3e-07,2883367.0
2024-09-11,1.3e-07,1.3e-07,1.2e-07,1.3e-07,1862438.0
2024-09-12,1.2e-07,1.3e-07,1.2e-07,1.3e-07,2150143.0
2024-09-13,1.3e-07,1.3e-07,1.2e-07,1.2e-07,6789600.0
2024-09-14,1.2e-07,1.3e-07,1.2e-07,1.2e-07,4659225.0
2024-09-15,1.3e-07,1.3e-07,1.1e-07,1.2e-07,464399.0
