timestamp,open,high,low,close,volume
2024-09-09,4.46e-05,4.64e-05,4.46e-05,4.51e-05,4246.614
2024-09-10,4.54e-05,4.67e-05,4.5e-05,4.62e-05,4098.296
2024-09-11,4.63e-05,4.7e-05,4.45e-05,4.51e-05,5612.024
2024-09-12,4.54e-05,4.6e-05,4.46e-05,4.49e-05,6304.891
2024-09-13,4.52e-05,4.67e-05,4.49e-05,4.51e-05,3495.608
2024-09-14,4.49e-05,4.56e-05,4.48e-05,4.52e-05,3805.394
2024-09-15,4.54e-05,4.59e-05,4.26e-05,4.31e-05,13517.605
