timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2022-11-14,1221.5,1291.2,1171.13,1243.28,934742.0059,1668470399999,1152982945.60203200,1471485,456733.10980000,563900777.05335800,0
2022-11-15,1243.29,1291.0,1234.01,1253.23,632825.568,1668556799999,798023541.20805200,961779,314465.00080000,396586172.90633900,0
2022-11-16,1253.22,1268.67,1187.06,1216.17,673339.7215,1668643199999,826025937.83629100,969295,317652.45540000,389344092.72058400,0
2022-11-17,1216.16,1228.22,1181.05,1200.43,530537.3488,1668729599999,638342419.85593100,719509,262166.34080000,315405113.08700900,0
2022-11-18,1200.42,1234.0,1199.18,1212.58,360218.5337,1668815999999,437658373.67435900,493436,172730.68590000,209826940.05066700,0
2022-11-19,1212.58,1235.0,1197.67,1217.67,209789.5888,1668902399999,254211466.15160900,330573,102589.38830000,124372124.37579200,0
2022-11-20,1217.67,1227.07,1132.65,1142.21,531108.7607,1668988799999,625008081.79912000,693003,255481.62770000,300661282.06958700,0
2022-11-21,1142.21,1146.99,1079.76,1107.34,922647.9454,1669075199999,1031424505.49832800,1063296,456812.34790000,510689566.36272000,0
2022-11-22,1107.34,1146.13,1075.0,1139.6,748884.5791,1669161599999,831782462.69652700,899796,369543.43580000,410610955.80970000,0
2022-11-23,1139.59,1190.0,1127.75,1184.52,636927.1594,1669247999999,741271142.43009800,767861,315676.49720000,367379226.82662300,0
2022-11-24,1184.52,1217.71,1180.6,1203.73,486080.6123,1669334399999,583303022.42364200,616769,248655.77130000,298296381.13111600,0
2022-11-25,1203.72,1207.77,1171.2,1199.3,391430.1658,1669420799999,465159072.75730500,581961,204292.82130000,242755084.31180800,0
2022-11-26,1199.29,1235.66,1196.2,1205.6,379840.8116,1669507199999,461938380.00420100,566155,181365.63550000,220556616.55439000,0
2022-11-27,1205.61,1223.33,1188.65,1193.88,286386.7986,1669593599999,347218857.86797600,458378,141119.93160000,171104378.52927700,0
2022-11-28,1193.88,1199.25,1151.02,1167.77,478795.6093,1669679999999,560568777.56025100,708380,230574.25190000,269886004.46599700,0
2022-11-29,1167.77,1228.37,1158.27,1216.49,512143.5861,1669766399999,617963786.60191500,789552,269667.32260000,325456756.06384300,0
2022-11-30,1216.49,1309.77,1212.5,1294.46,815679.2717,1669852799999,1038748742.50375800,985173,429518.05030000,546961764.68672600,0
2022-12-01,1294.46,1299.9,1262.77,1276.41,430018.7391,1669939199999,550769676.04408400,587711,223232.55670000,286025115.77239600,0
2022-12-02,1276.4,1297.18,1265.24,1295.59,371559.585,1670025599999,475691291.45506300,547512,185493.87190000,237530991.33100200,0
2022-12-03,1295.58,1309.0,1236.26,1240.51,347148.2588,1670111999999,441457418.33191900,594082,156776.87260000,199497713.81143500,0
2022-12-04,1240.5,1287.19,1240.1,1279.41,324129.5466,1670198399999,409404653.04847500,498321,160510.72050000,202806342.47493300,0
2022-12-05,1279.4,1305.11,1246.61,1259.41,391628.5166,1670284799999,501560285.69950900,612914,188633.40440000,241637874.93423300,0
2022-12-06,1259.41,1274.76,1241.56,1271.32,301631.839,1670371199999,379095106.35530500,471097,149004.53140000,187290980.77594100,0
2022-12-07,1271.31,1278.69,1218.01,1231.18,398559.5166,1670457599999,492706380.52673400,530298,199333.71620000,246456887.45924200,0
2022-12-08,1231.18,1292.58,1222.01,1280.18,406653.5447,1670543999999,509776313.42383900,559884,205497.44070000,257709787.50456100,0
2022-12-09,1280.18,1296.64,1250.0,1263.1,406008.0032,1670630399999,518804946.77146900,540078,203800.26180000,260457302.28889800,0
2022-12-10,1263.11,1283.61,1259.6,1266.35,182278.6396,1670716799999,231301933.59019100,322453,92997.35720000,118041863.78333400,0
